sample_id,split,split_index,scene_type,length_bucket,gt_changed_edge_count,gt_target_edge_count,no_anchor,parse_fail,strict_parse_fail,parse_confidence,anchor_count,mapped_edge_count,infer_time_s,sparse_dense_weight_mae,sparse_MAE_on_changed_edges,sparse_MAE_on_target_edges,sparse_gt_changed_edge_recall,sparse_target_recall,main_method,main_dense_weight_mae,main_MAE_on_changed_edges,main_MAE_on_target_edges,main_gt_changed_edge_recall,main_target_recall,main_dense_mae_delta_vs_sparse,main_changed_mae_delta_vs_sparse,main_target_mae_delta_vs_sparse,main_gt_changed_recall_delta_vs_sparse,main_target_recall_delta_vs_sparse,appendix_method,appendix_dense_weight_mae,appendix_MAE_on_changed_edges,appendix_MAE_on_target_edges,appendix_gt_changed_edge_recall,appendix_target_recall,appendix_dense_mae_delta_vs_sparse,appendix_changed_mae_delta_vs_sparse,appendix_target_mae_delta_vs_sparse,appendix_gt_changed_recall_delta_vs_sparse,appendix_target_recall_delta_vs_sparse,prediction_raw_preview,constraint_text
val_special:175,val_special,175,temporal_switch,noisy_long,3,3,False,False,False,0.98,1,3,1.0813,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2566,2.01,2.01,100.0,100.0,0.2566,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=政七街|DIR=向西|RANGE=经一路至经八路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00政七街向西排队长度明显增加；政七街向西09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:176,val_special,176,directional_asymmetry,medium,4,3,False,False,False,0.98,2,3,1.5548,0.0083,0.2,0.0,75.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2021,0.25,0.0,75.0,100.0,0.1938,0.05,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2131,0.515,0.3533,75.0,100.0,0.2048,0.315,0.3533,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经六路至花园路|LEVEL=封闭\nANCHOR|ROAD=经三路|DIR=向北|RANGE=政七街至黄河路|LEVEL=中度拥堵,方向不对称约束：红专路经六路至花园路段向东临时封闭管制；红专路经八路至花园路段向西车流顺畅；经三路政七街至黄河路段向北车流较大缓行
val_special:177,val_special,177,compound_disaster,long,4,4,False,False,False,0.98,3,4,1.9816,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2236,0.7675,0.7675,100.0,100.0,0.2236,0.7675,0.7675,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经八路至未来路|LEVEL=封闭\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至经六路|LEVEL=严重拥堵\nANCHOR|ROAD=花园路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经八路至未来路段向西事故处置封闭；黄河路经三路至经六路段向西车流积压严重拥堵；花园路红专路至政七街段向北中度拥堵缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:178,val_special,178,temporal_switch,noisy_long,0,0,False,False,False,0.98,1,1,1.0994,0.0573,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2552,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2343,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经三路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00红专路向西排队长度明显增加；红专路向西当前时间10:15，已恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:179,val_special,179,propagation_range,long,6,6,False,False,False,0.98,2,6,1.4734,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1875,0.0,0.0,100.0,100.0,0.1875,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.1985,0.1767,0.1767,100.0,100.0,0.1985,0.1767,0.1767,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=经三路|DIR=向北|RANGE=政七街至黄河路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西施工全封闭；经三路政七街至黄河路段向北车流较大缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:18,val_special,18,directional_asymmetry,long,2,1,False,False,False,0.98,1,1,1.1809,0.0083,0.4,0.0,50.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2063,0.5,0.0,50.0,100.0,0.198,0.1,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2272,1.505,2.01,50.0,100.0,0.2189,1.105,2.01,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经八路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=严重拥堵,当前需要根据方向不对称约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经八路黄河路至纬五路段向北排队长度明显增加；经八路黄河路至纬五路段向南畅通无阻 若同一路存在双向差异，应严格区分方向。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:19,val_special,19,compound_disaster,long,7,7,False,False,False,0.98,3,7,2.0525,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2494,0.8771,0.8771,100.0,100.0,0.2494,0.8771,0.8771,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至花园路|LEVEL=封闭\nANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至政七街|LEVEL=严重拥堵\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经一路至经六路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经三路至花园路段向西临时封闭管制；经八路农业路至政七街段向南排队长度明显增加；红专路经一路至经六路段向东中度拥堵缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:2,val_special,2,core_blockage,medium,9,7,False,False,False,0.98,2,7,1.4424,0.0167,0.1778,0.0,77.8,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2021,0.2222,0.0,77.8,100.0,0.1854,0.0444,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2352,0.5756,0.4543,77.8,100.0,0.2185,0.3978,0.4543,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向东|RANGE=经六路至未来路|LEVEL=中度拥堵,核心通道阻断：花园路全线向南临时封闭管制；政七街经八路至未来路段向东车流顺畅；纬五路经六路至未来路段向东排队通行效率下降
val_special:20,val_special,20,propagation_range,long,3,3,False,False,False,0.98,2,3,1.6088,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2368,1.3767,1.3767,100.0,100.0,0.2368,1.3767,1.3767,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=黄河路至纬五路|LEVEL=严重拥堵\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经一路至经六路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路黄河路至纬五路段向南车流积压严重拥堵；红专路经一路至经六路段向东排队通行效率下降 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:21,val_special,21,propagation_range,medium,3,3,False,False,False,0.98,2,3,1.5847,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2048,0.3533,0.3533,100.0,100.0,0.2048,0.3533,0.3533,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=政七街至纬五路|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向东|RANGE=花园路至未来路|LEVEL=中度拥堵,传播范围与外溢：花园路政七街至纬五路段向南施工全封闭；红专路花园路至未来路段向东中度拥堵缓行；经一路农业路至红专路段向北保持正常通行
val_special:22,val_special,22,core_blockage,medium,6,4,False,False,False,0.98,1,4,1.0337,0.0167,0.2667,0.0,66.7,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2083,0.3333,0.0,66.7,100.0,0.1916,0.0666,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2083,0.3333,0.0,66.7,100.0,0.1916,0.0666,0.0,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=封闭,核心通道阻断：花园路全线向南临时封闭管制；黄河路经一路至经六路段向西车流顺畅
val_special:23,val_special,23,directional_asymmetry,medium,3,3,False,False,False,0.98,2,3,1.6564,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2048,0.3533,0.3533,100.0,100.0,0.2048,0.3533,0.3533,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经三路|DIR=向北|RANGE=红专路至黄河路|LEVEL=封闭\nANCHOR|ROAD=红专路|DIR=向西|RANGE=经八路至花园路|LEVEL=中度拥堵,方向不对称约束：经三路红专路至黄河路段向北事故处置封闭；经三路农业路至政七街段向南保持正常通行；红专路经八路至花园路段向西车流较大缓行
val_special:24,val_special,24,propagation_range,noisy_long,6,6,False,False,False,0.98,2,6,1.5204,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1875,0.0,0.0,100.0,100.0,0.1875,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.3032,1.8517,1.8517,100.0,100.0,0.3032,1.8517,1.8517,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=未来路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向西追尾事故严重拥堵；未来路黄河路至纬五路段向北排队通行效率下降 若有排队外溢，应注意主事件与波及范围不是同一强度。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:25,val_special,25,temporal_switch,long,2,2,False,False,False,0.98,1,2,1.1161,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1958,0.0,0.0,100.0,100.0,0.1958,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2377,2.01,2.01,100.0,100.0,0.2377,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=红专路|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00红专路向东追尾事故严重拥堵；红专路向东09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:26,val_special,26,propagation_range,noisy_long,6,6,False,False,False,0.98,2,6,1.5439,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1875,0.0,0.0,100.0,100.0,0.1875,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2096,0.3533,0.3533,100.0,100.0,0.2096,0.3533,0.3533,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经六路至花园路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路全线向北事故处置封闭；纬五路经六路至花园路段向西排队通行效率下降；红专路经六路至经八路段向西保持正常通行 若有排队外溢，应注意主事件与波及范围不是同一强度。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 有市民反映支路口偶尔压车，不过主约束仍以当前干道情况为准。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:27,val_special,27,propagation_range,medium,7,7,False,False,False,0.98,2,7,1.5482,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1854,0.0,0.0,100.0,100.0,0.1854,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.3023,1.6029,1.6029,100.0,100.0,0.3023,1.6029,1.6029,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=纬五路|DIR=向西|RANGE=经三路至花园路|LEVEL=中度拥堵,传播范围与外溢：经六路全线向北追尾事故严重拥堵；纬五路经三路至花园路段向西车流较大缓行
val_special:28,val_special,28,propagation_range,medium,6,6,False,False,False,0.98,2,6,1.5192,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1875,0.0,0.0,100.0,100.0,0.1875,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2933,1.6933,1.6933,100.0,100.0,0.2933,1.6933,1.6933,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向南|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经三路至经八路|LEVEL=中度拥堵,传播范围与外溢：经六路全线向南排队长度明显增加；黄河路经三路至经八路段向西车流较大缓行
val_special:29,val_special,29,propagation_range,long,5,5,False,False,False,0.98,2,5,1.4565,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2844,1.82,1.82,100.0,100.0,0.2844,1.82,1.82,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=花园路至未来路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路全线向南排队长度明显增加；政七街花园路至未来路段向东车流较大缓行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:3,val_special,3,directional_asymmetry,noisy_long,4,2,False,False,False,0.98,2,2,1.5867,0.0167,0.4,0.0,50.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2125,0.5,0.0,50.0,100.0,0.1958,0.1,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2445,1.2675,1.535,50.0,100.0,0.2278,0.8675,1.535,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=花园路至未来路|LEVEL=中度拥堵,当前需要根据方向不对称约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路政七街至黄河路段向北排队长度明显增加；花园路政七街至纬五路段向南车流顺畅；政七街花园路至未来路段向东排队通行效率下降 若同一路存在双向差异，应严格区分方向。 气象部门提示傍晚仍有小雨，但目前并未形成新增积水。 导航播报中还提到相邻商圈有出库车流，但不直接改变本段主判断。 部分播报会提到周边商圈或停车场信息，但主判断仍以道路方向、区间、时段和传播范围为核心。
val_special:30,val_special,30,compound_disaster,long,8,8,False,False,False,0.98,3,8,1.853,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1833,0.0,0.0,100.0,100.0,0.1833,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2363,0.635,0.635,100.0,100.0,0.2363,0.635,0.635,0.0,0.0,<think>\nscene=compound_disaster\nanchor_count=3\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向东|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=经一路|DIR=向北|RANGE=农业路至政七街|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经三路|LEVEL=中度拥堵,当前需要根据多事件复合灾害进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路全线向东临时封闭管制；经一路农业路至政七街段向北排队长度明显增加；政七街经一路至经三路段向东中度拥堵缓行 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:31,val_special,31,core_blockage,long,3,1,False,False,False,0.98,1,1,1.0859,0.0167,0.5333,0.0,33.3,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2146,0.6667,0.0,33.3,100.0,0.1979,0.1334,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2146,0.6667,0.0,33.3,100.0,0.1979,0.1334,0.0,0.0,0.0,<think>\nscene=core_blockage\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=黄河路|DIR=向西|RANGE=经一路至经三路|LEVEL=封闭,当前需要根据核心通道阻断进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 黄河路经一路至经三路段向西临时封闭管制；经一路政七街至纬五路段向北车流顺畅 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:32,val_special,32,propagation_range,long,5,5,False,False,False,0.98,2,5,1.5027,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2844,1.82,1.82,100.0,100.0,0.2844,1.82,1.82,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=花园路|DIR=向南|RANGE=全线|LEVEL=严重拥堵\nANCHOR|ROAD=政七街|DIR=向西|RANGE=经六路至经八路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 花园路全线向南追尾事故严重拥堵；政七街经六路至经八路段向西排队通行效率下降 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:33,val_special,33,directional_asymmetry,medium,4,4,False,False,False,0.98,2,4,1.6143,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1917,0.0,0.0,100.0,100.0,0.1917,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2027,0.265,0.265,100.0,100.0,0.2027,0.265,0.265,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=未来路|DIR=向北|RANGE=农业路至黄河路|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经三路至经六路|LEVEL=中度拥堵,方向不对称约束：未来路农业路至黄河路段向北临时封闭管制；未来路红专路至黄河路段向南交通基本正常；农业路经三路至经六路段向东排队通行效率下降
val_special:34,val_special,34,directional_asymmetry,long,3,3,False,False,False,0.98,2,3,1.6492,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1938,0.0,0.0,100.0,100.0,0.1938,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2467,1.6933,1.6933,100.0,100.0,0.2467,1.6933,1.6933,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经一路|DIR=向北|RANGE=红专路至黄河路|LEVEL=严重拥堵\nANCHOR|ROAD=纬五路|DIR=向东|RANGE=经八路至花园路|LEVEL=中度拥堵,当前需要根据方向不对称约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经一路红专路至黄河路段向北追尾事故严重拥堵；经一路政七街至黄河路段向南交通基本正常；纬五路经八路至花园路段向东排队通行效率下降 若同一路存在双向差异，应严格区分方向。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:35,val_special,35,propagation_range,long,5,5,False,False,False,0.98,2,5,1.5263,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1896,0.0,0.0,100.0,100.0,0.1896,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2006,0.212,0.212,100.0,100.0,0.2006,0.212,0.212,0.0,0.0,<think>\nscene=propagation_range\nanchor_count=2\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向南|RANGE=全线|LEVEL=封闭\nANCHOR|ROAD=农业路|DIR=向东|RANGE=经八路至花园路|LEVEL=中度拥堵,当前需要根据传播范围与外溢进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经六路全线向南施工全封闭；农业路经八路至花园路段向东排队通行效率下降；政七街经六路至经八路段向西保持正常通行 若有排队外溢，应注意主事件与波及范围不是同一强度。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:36,val_special,36,directional_asymmetry,long,2,1,False,False,False,0.98,1,1,1.1848,0.0083,0.4,0.0,50.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.2063,0.5,0.0,50.0,100.0,0.198,0.1,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2272,1.505,2.01,50.0,100.0,0.2189,1.105,2.01,0.0,0.0,<think>\nscene=directional_asymmetry\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经八路|DIR=向北|RANGE=黄河路至纬五路|LEVEL=严重拥堵,当前需要根据方向不对称约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 经八路黄河路至纬五路段向北追尾事故严重拥堵；经八路黄河路至纬五路段向南畅通无阻 若同一路存在双向差异，应严格区分方向。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
val_special:37,val_special,37,temporal_switch,long,1,1,False,False,False,0.98,1,1,1.1377,0.0,0.0,0.0,100.0,100.0,Sparse-LoRA-v2 + Gated-GAT-v2,0.1979,0.0,0.0,100.0,100.0,0.1979,0.0,0.0,0.0,0.0,Sparse-LoRA-v2 + Always-GAT-v2,0.2189,2.01,2.01,100.0,100.0,0.2189,2.01,2.01,0.0,0.0,<think>\nscene=temporal_switch\nanchor_count=1\n仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。\n</think>\nANCHOR|ROAD=经六路|DIR=向北|RANGE=农业路至红专路|LEVEL=严重拥堵,当前需要根据时段切换约束进行路径规划。 请优先按当前生效约束理解，不要被已解除或背景信息误导。 早高峰07:00-09:00经六路向北排队长度明显增加；经六路向北09:30后恢复正常 若描述里同时出现历史状态和当前状态，应以当前时段为准。 其余未明确提及路段按常态理解，不要额外扩大影响范围。
